comment,like_count,final_text,sentiment
Alhamdulillah ya Allah. mbah bowo presidenku.,0,Alhamdulillah ya Allah. Mbah Prabowo presidenku.,positif
Terharu liat pak Prabowo sekian lama menanti akhirnya menang juga semoga beliau tidak menyia nyiakan amat rakyat,0,"Terharu melihat Pak Prabowo setelah sekian lama menanti akhirnya menang juga, semoga beliau tidak menyia-nyiakan amanat rakyat.",positif
01 dan 03 mana suaranya,0,01 dan 03 mana suaranya,negatif
"klu ada kecurangan yg didesain pemimpin, klu ada keterlibatan pejabat sehingga memenangkan salah satu paslon, ada suap kpd rakyat shg terjadi pelanggaran konstusi, bermain masif terstruktur dan ada keterlibatan KPU smg Allah SWT mengelegarkan petirnya menyambar mrk semua yg curang dan terlibat dgn suara yg sangat dasyat. Amin",0,"Jika ada kecurangan yang didesain oleh pemimpin, jika ada keterlibatan pejabat sehingga memenangkan salah satu pasangan calon, ada suap kepada rakyat sehingga terjadi pelanggaran konstitusi, bermain masif terstruktur dan ada keterlibatan KPU semoga Allah SWT mengelegarkan petirnya menyambar mereka semua yang curang dan terlibat dengan suara yang sangat dahsy",negatif
Alhamdulillah 02,0,Alhamdulillah 02,positif
2014 2019 aku mendukungmu.tapi karena anak haram konstitusi aku tdk mendukung,0,2014-2019 aku mendukungmu. Tapi karena anak haram konstitusi aku tidak mendukung.,negatif
Alhamdulillah,0,Alhamdulillah,positif
Allhamdulllah ahirnya pilihanku dr thn 2014 .2019 dan 2024 menang ya pak moga bpk prabowo amanah utk indonesia emas 2045,0,"Alhamdulillah akhirnya pilihanku dari tahun 2014, 2019, dan 2024 menang ya pak, semoga Bapak Prabowo amanah untuk Indonesia emas 2045.",positif
"Allhmdulillah,,sllu dukung Prabowo 3 kali,Akhirnya trbayarkan ️️",0,"Alhamdulillah, selalu dukung Prabowo 3 kali, Akhirnya terbayarkan",positif
Akhirnya bapak gue bakal dilantik,0,Akhirnya ayah saya akan dilantik,positif
sukses pak telah berhasil terpilih satu putaran mogah dapat mengemban tugas buat indonesia emas penantian yang panjang berhasil salam sejaterah dan maju dan damai buat indonesia,0,"Sukses Pak telah berhasil terpilih satu putaran. Semoga dapat mengemban tugas untuk Indonesia. Penantian yang panjang berhasil. Salam sejahtera, maju, dan damai untuk Indonesia.",positif
Pendukung sejak gerinda ada,0,Pendukung sejak Gerindra ada,positif
Syukur Alhamdulillah3X........Indonesia Mendoakan yg terbaik  dan Mendukung Bapak Prabowo dan Bapak Gibran......Amiiiiiii8n,0,Syukur Alhamdulillah... Indonesia mendoakan yang terbaik dan mendukung Bapak Prabowo dan Bapak Gibran... Amiiiiiiiin,positif
Allham dulillah,0,Alhamdulillah,positif
Hahaha dan hahaha,0,Hahaha dan hahaha,netral
Selamat pak prabowo..semoga segala sesuatu diberikan kepancaran dalam memimpin negri tercinta ini Aamiin..,0,"Selamat Pak Prabowo, semoga segala sesuatu diberikan kejelasan dalam memimpin negeri tercinta ini. Aamiin.",positif
Sahhh pak....selanjutnya berikan rakyat kebahagiaan dan kesejahteraan. Jgn libatkan Yohanes Anis di kabinetmu pak.,0,"Sah pak, selanjutnya berikan rakyat kebahagiaan dan kesejahteraan. Jangan libatkan Yohanes Anis di kabinetmu pak.",negatif
Alhamdulillah.salam dari Sulawesi tenggara.,0,"Alhamdulillah, salam dari Sulawesi Tenggara.",netral
"Kami titipkan negara ini kepada anda 
Jendral",0,"Kami titipkan negara ini kepada anda
Jenderal",positif
"Alhamdulillah, Congrats Jendral",0,"Alhamdulillah, Selamat Jenderal",positif
Horeee.lebaran bareng pak wiwi,0,Lebaran bareng Pak Jokowi,netral
"Alhamdulillah pak akhirnya kesabaran ,,kegigihan dan perjuangan bapak selama in diijabah SMA Allah ,,sangat2 bersyukur dan bangga sudah memilih bapak love you moree bpak ku 
Skrng waktu nya bapak mewujudkan mimpi2 bapak untuk Indonesia emas ,,semogah bapak selalu sehat dan dilancarkan pekerjaan nya pak walaupun kadang banyak yg mencaci menfitnah tpi yakinlah pak lebih banyak org yg menyayangi bapak ,,sekali lagi semangat bapak ku syang",7,"Alhamdulillah pak akhirnya kesabaran, kegigihan dan perjuangan bapak selama ini diijabah SMA Allah, sangat bersyukur dan bangga sudah memilih bapak. Skrng waktu nya bapak mewujudkan mimpi2 bapak untuk Indonesia emas, semoga bapak selalu sehat dan dilancarkan pekerjaan nya pak walaupun kadang banyak yang menc",positif
Semoga kebenaran akan mencari jalannya sendiri.,1,Semoga kebenaran akan mencari jalannya sendiri.,netral
Allah maha tau lo.,0,Allah maha tahu kamu.,netral
"Gw penasaran ntr sama kabinet menterinya, apakah ada kejutan??? Dan penasaran bgt jg sama program makan gratis nya, apakah lancar sampe akhir dan merata?? Kita nantikan sja",0,"Saya penasaran nanti dengan kabinet menterinya, apakah ada kejutan? Dan penasaran juga dengan program makan gratisnya, apakah lancar sampai akhir dan merata? Kita nantikan saja.",netral
Alhamdllh Ya Allah sungguh hati ku seneng bangt pilihan ku yg jdi persiden semoga sehat sellu pak persiden pak prabowo dn mas gibran Amin,0,"Alhamdulillah Ya Allah sungguh hatiku senang banget pilihanku yang jadi presiden, semoga sehat selalu Pak Presiden Pak Prabowo dan Mas Gibran Amin.",positif
"Selamat Pak.
Semoha amanah dan tetap rendah hati
Kami percaya Indonesia akan lebih baik lagi di bawah kepemimpinan anda",0,Selamat Pak. Semoga amanah dan tetap rendah hati. Kami percaya Indonesia akan lebih baik lagi di bawah kepemimpinan Anda.,positif
"Menang dg kecurangan, akan menjadi beban moral dan beban sejarah yg tak terlupakan. Selamat menikmati kekuasaan yg diperoleh dg kecurangan.",1,"Menang dengan kecurangan, akan menjadi beban moral dan beban sejarah yang tak terlupakan. Selamat menikmati kekuasaan yang diperoleh dengan kecurangan.",negatif
"Yg demo orang yg gakterima kalah tepiperlu diwaspadai karena ada kelompok radikal diboncenggi dlm demo, semoga tni polri jgn sampaiterkecoholeh mereka",0,"Orang yang tidak menerima kekalahan perlu diwaspadai karena ada kelompok radikal diboncengi dalam demo, semoga TNI dan Polri jangan sampai terkecoh oleh mereka.",negatif
Alhamdulilah,0,Alhamdulillah,positif
Alhamdulillah pak Prabowo menang berkah bulan suci Ramadhan smga sukses pak jadilah pemimpin qmi yg amanah Slam dari kalimantan,0,Alhamdulillah pak Prabowo menang berkah bulan suci Ramadhan semoga sukses pak jadilah pemimpin kami yang amanah Salam dari Kalimantan,positif
Selamat bapak  salam dr Brunei,0,"Selamat Bapak, salam dari Brunei.",netral
"Alhamdulillah orang jujur dilindungi Alloh...
Selamat tuk Prabowo Gibran..",0,"Alhamdulillah orang jujur dilindungi Allah...
Selamat untuk Prabowo Gibran..",positif
Trimakasih ya Alloh atas ijin mu pak Prabowo menjadi pemingpin bangsa indonesia..,0,"Terima kasih ya Allah atas izin-Mu, Pak Prabowo menjadi pemimpin bangsa Indonesia.",positif
Siap bpk RI,0,Siap Bapak RI,positif
Prabowo yes anak haram konstitusi no,0,Prabowo ya anak tidak sah konstitusi tidak,negatif
"Alhamdulillah ya pak, selamat atas kemenangan nya",0,"Alhamdulillah ya pak, selamat atas kemenangan nya",positif
1 3 menyala abang ku,0,01 dan 03 menyala abangku,negatif
Alhamdulillah....bolooooo..... Pak prabowo presidenku,0,Alhamdulillah.... Pak Prabowo presidenku,positif
fahri hamzah... jangan dibelakang lah...,0,Fahri Hamzah jangan di belakang.,negatif
Yang menang Smoga aja bisa mengusut tuntas para koruptor bahkan kalo bisa dimiskin kan aja biar kapok,0,Yang menang semoga saja bisa mengusut tuntas para koruptor bahkan kalau bisa dimiskinkan saja biar kapok.,negatif
Selamat pak semoga amanah,0,"Selamat Pak, semoga amanah.",positif
Alhamdulillah selamat bapakkuuuu,0,Alhamdulillah selamat ayah,positif
Manusia yg tdk beretika,0,Manusia yang tidak beretika,negatif
Kasihan Ganjar aku liat dia malu bgett,0,Kasihan Ganjar aku liat dia malu banget,negatif
Semangat,0,Semangat,positif
Kasihan fahri hamzah ga di salamin sama pak praroro hihihi,0,Kasihan Fahri Hamzah tidak disalami oleh Pak Prabowo hihihi,negatif
Akhirnya selamat bertugas amanah rakyat jendral,0,Akhirnya selamat bertugas amanah rakyat jendral,positif
PRABOWO-GIBRAN MELAKUKAN KECURANGAN DAN PELANGGARAN...................,0,Prabowo-Gibran melakukan kecurangan dan pelanggaran.,negatif
"Ingat& jgn coba"" melupakan janji selama anda kampanye Pada rakyat.ingat janji adlh hutang yg wajib anda lunasi.trutama janji makan siang gratisss.ingat itu!!!!",0,"Ingat jangan coba melupakan janji selama Anda kampanye pada rakyat. Ingat janji adalah hutang yang wajib Anda lunasi, terutama janji makan siang gratis. Ingat itu!",negatif
Alhamdulillah Selamat Selamat Selamat Pak Prabowo & Mas Gibran  Semoga NKRI makin lebih Maju,0,Alhamdulillah Selamat Pak Prabowo & Mas Gibran Semoga NKRI makin lebih Maju,positif
Mantap pak prabowo,0,Mantap pak Prabowo,positif
Semoga Allah memberikan kesehatan dan kekuatan kepada Bapak Prabowo dan Gibran untuk melaksanakan tugasnya.,0,Semoga Allah memberikan kesehatan dan kekuatan kepada Bapak Prabowo dan Gibran untuk melaksanakan tugasnya.,positif
PRABOWO SUBIANTO UNTUK NKRI,0,Prabowo Subianto untuk NKRI,positif
Alhamdulillah selamat buat bpk brabowo Subianto dan Gibran Rakabuming raka,0,Alhamdulillah selamat buat Bapak Prabowo Subianto dan Gibran Rakabuming Raka,positif
Mulai sekarang rasakan lah... Segala kebutuhan pokok akan naik.. Pajak motor naik.. Warkop juga dipajakin.,0,Mulai sekarang rasakan lah... Segala kebutuhan pokok akan naik.. Pajak motor naik.. Warkop juga dipajakin.,negatif
Selamat buat Bapak Prabowo & Mas Gibran,0,Selamat untuk Bapak Prabowo dan Mas Gibran,positif
Ahamdulillah ...selamat bapak,0,"Alhamdulillah, selamat Bapak.",positif
Hidup matiku hanyA untuk prabowo subianto .. Karena beliau yg paling ikhlas  untuk negeri ini,0,"Hidup matiku hanya untuk Prabowo Subianto, karena beliau yang paling ikhlas untuk negeri ini.",positif
"ngga percaya.....sy tetap mau hak angket, ngga peduli dengan hasil kpu",0,"Tidak percaya, saya tetap ingin hak angket, tidak peduli dengan hasil KPU.",negatif
Berjamaah korupsiitip kedaulatan Indonesia  jangan di jual aset  bkeasing Aseng jangan jadi petugas partai Konoha Prabowo persiden bukan petugas partai,0,"Berjamaah korupsi tipu-tipu kedaulatan Indonesia, jangan dijual aset, bekerja sama dengan Aseng, jangan jadi petugas partai. Prabowo presiden bukan petugas partai.",negatif
Semoga Amanah dan sehat selalu pak......rakyat kecil seperti kami menantikan exsionmu.....️️,0,"Semoga Amanah dan sehat selalu pak, rakyat kecil seperti kami menantikan eksionmu.",positif
Innalillahi wainnailaihi roji'un,0,Innalillahi wainnailaihi roji'un,netral
Alhamdulillah selamat pak Prabowo & mas Gibran semoga JD pemimpin yg amanah...aamiin,0,"Alhamdulillah selamat pak Prabowo & mas Gibran semoga jadi pemimpin yang amanah, aamiin.",positif
Inilah pilihan kami rakyat indonesia...,0,Inilah pilihan kami rakyat Indonesia.,netral
Selamat komandan prabowo....jalankan amanah rakyat sesuai uud 1945 kami rakyat dan mantan anggotamu di medan tempur akan selalu mendoakanmu selama memimpin nkri 5 tahun kedepan...,1,"Selamat komandan Prabowo, jalankan amanah rakyat sesuai UUD 1945. Kami rakyat dan mantan anggota di medan tempur akan selalu mendoakanmu selama memimpin NKRI 5 tahun ke depan.",positif
"Selamat buat prabowo, saya akan jilat anda ...",0,"Selamat untuk Prabowo, saya akan mendukung Anda ...",positif
Alhamdulillah,0,Alhamdulillah,positif
segera bangunkan macan asia pak,0,"Segera bangunkan Macan Asia, Pak.",positif
Alhamdulillah semoga kedepannya bisa membawa indonesia lebih maju.,0,Alhamdulillah semoga ke depannya bisa membawa Indonesia lebih maju.,positif
CONGRATULATION....BPK PRABOWO.....JANGAN LUPA DIASPORA INDONESIA  HRS DIBERIKAN GOLDEN VISA.......INDONESIA CALLING       PULANG KAMPUNG     THANKS YOU FROM BOISE IDAHO USA,0,"Selamat Bapak Prabowo, jangan lupa diaspora Indonesia harus diberikan Golden Visa. Indonesia memanggil, pulang kampung. Terima kasih dari Boise, Idaho, USA.",positif
DAN MANDAT ROHINGYA ADA DI TANGAN ABAH ANIS BIN YOHANES DAN OOM GANJAR...,1,Mandat Rohingya ada di tangan Abah Anis bin Yohanes dan Pak Ganjar...,negatif
Silit meletek..,0,Silit meletek.,netral
Alhamdulillah,0,Alhamdulillah,positif
ALHAMDULLH,0,ALHAMDULILLAH,positif
"baru kali ini pilihan ku menang,, selamat pak jendral, semoga Indonesia di tangan bapak lebih baik , amin",0,"Baru kali ini pilihan saya menang, selamat Pak Jendral, semoga Indonesia di tangan Bapak lebih baik, amin.",positif
kok gak ada nampak wajah yg menunjukkan seorang pemenang yy sah.. terlihat semua tegang krna mereka tahu kmnang mereka hasil dari kecurangan.,0,Kok tidak ada yang menunjukkan wajah seorang pemenang yang sah. Terlihat semua tegang karena mereka tahu kemenangan mereka hasil dari kecurangan.,negatif
Alhamdulilah… selamat dan sukses. Pak Prabowo - Gibran. Selamat memimpin cita2 rakyat Indonesia menjadi negara maju dan lebih baik.,11,"Alhamdulillah, selamat dan sukses. Pak Prabowo - Gibran. Selamat memimpin cita-cita rakyat Indonesia menjadi negara maju dan lebih baik.",positif
"Slmt buat pk.Prabowo mas Gibran
capres yg akan dilantik 20 Okt 2024.
Semoga NKRI makin maju, jauhkan
negara kita dari korupsi.",21,"Selamat untuk Pak Prabowo dan Mas Gibran, calon presiden yang akan dilantik pada 20 Oktober 2024. Semoga NKRI semakin maju, jauhkan negara kita dari korupsi.",positif
Selamat BPK Prabowo,0,Selamat BPK Prabowo,positif
Selamat jendral rakyat sudah bersama PRABOEO GIBRAN utk RI 8.Semoga amanah.,0,Selamat Jenderal Rakyat sudah bersama Prabowo Gibran untuk RI 8. Semoga amanah.,positif
Akhirnya selalu kupilih akhirnya terpilih juga... Selamat mengabdi pak tuk NKRI...,0,Akhirnya selalu kupilih akhirnya terpilih juga... Selamat mengabdi pak tuk NKRI...,positif
Selamat bapak persidenku prabowo,0,Selamat Pak Presiden Prabowo.,positif
"Bpk Prabowo hrs membuktikan bs menjabat penuh dan aktif dlm 5 THN . 
Program nya  melindungi semua elemen masyarakat Indonesia yg amat heterogen dlm NKRI.",0,Bapak Prabowo harus membuktikan bisa menjabat penuh dan aktif dalam 5 tahun. Programnya melindungi semua elemen masyarakat Indonesia yang amat heterogen dalam NKRI.,netral
"Akhirx Allah mendengar do,a do,a ku pak perabowo s dan BPK Gibran RBR menjadi persiden RI ke 8",0,Akhirnya Allah mendengar doa-doaku pak Prabowo dan Bapak Gibran RBR menjadi presiden RI ke-8,positif
Kok mas gibran eg ad ya,0,Kok Mas Gibran tidak ada ya,negatif
Wong deso jawa timur hadir merdeka️️️️️️️,0,Wong deso Jawa Timur hadir merdeka,netral
"Kami dkk sebagai relawan dan pendukung bapak Prabowo Subianto dan Raka Buming Raka mengucap selamat se tinggi2Nya atas keberhasilan dan sukses menang satu putaran. Resmi dan sognipikan semoga NKRI dipimpin oleh Bapak semakin maju dan negara yg sejahtera menjadi negara yg Baldatun Toibatun Warofun Gopur, rakyatnya sejahtra adil makmur aman tentram dan lohginawi Aamiin Yarobbal Alamin. MERDEKA !!!...",95,"Kami dan relawan pendukung Prabowo Subianto dan Raka Buming Raka mengucapkan selamat atas keberhasilan dan sukses menang satu putaran. Semoga NKRI dipimpin oleh Bapak semakin maju dan negara yang sejahtera menjadi negara yang Baldatun Toibatun Warofun Gopur, rakyatnya sejahtera, adil, makmur, aman, tentram",positif
Selamat pak ️️️️️,0,Selamat pak,positif
Selamat pak prabowo,0,Selamat Pak Prabowo,positif
𝙋𝙧𝙖𝙗𝙤𝙬𝙤 𝙤𝙠,0,Prabowo ok,netral
"Emang aslinya ga ada hate komen selain buzzer 
selamat jendralku, presidenku.",0,"Emang aslinya tidak ada hate komen selain buzzer
Selamat jendralku, presidenku.",positif
"Selamat bekerja .. walaupun pidatonya tidak mengena di hati saya sebagai Rakyat dan saya tidak mendapat point nya .. tetapi untuk Indonesia, semoga Bapak amanah .. Aamiin ..",0,"Selamat bekerja, walaupun pidatonya tidak mengena di hati saya sebagai Rakyat dan saya tidak mendapat poinnya, tetapi untuk Indonesia, semoga Bapak amanah, Aamiin.",netral
Akhir yg ke 3x nya saya milih baru menang,0,Akhir yang ke-3 kali saya memilih nomor urut 3 baru menang,negatif
Trowulan PPST hadir sukses selalu bapak prabowo,0,Trowulan PPST hadir sukses selalu Bapak Prabowo,positif
Wow mantaap pragib,0,Mantap Prabowo,positif
"Selamat jenderal. Semoga negara kita semakin maju, adil,  makmur dan sejahtera",1,"Selamat jenderal. Semoga negara kita semakin maju, adil, makmur, dan sejahtera.",positif
Pret,0,Pret,negatif
Alhadulillah ya allah ya rahman terima kasi yq  allah engkau angkat drajat pak prabowo gibran ..... Pak prabowo smoga amana menjalan kan nengrah indonesia,0,"Alhamdulillah ya Allah ya Rahman, terima kasih ya Allah, Engkau angkat derajat Pak Prabowo Gibran. Pak Prabowo, semoga amanah menjalankan negeri Indonesia.",positif
"Alhamdulillah ya Allah
Allah telah menentukan yg terbaik utk NKRI utk mimpin NKRI
Selamat utk Paslon 02 PraGib, team sukses, relawan, partai pengusung, kader dan kedaulatan rakyat NKRI

Selamat utk TNI Polri dgn tugas berat yg di emban atas pengamanan dan pengawalan utk aman nya pemilu 2024 dengan sukses terkendali 

Semoga seluruh rakyat Indonesia sehat selalu",0,"Alhamdulillah ya Allah
Allah telah menentukan yang terbaik untuk NKRI untuk memimpin NKRI
Selamat untuk Pasangan calon nomor urut 02 Prabowo-Sandi, tim sukses, relawan, partai pengusung, kader dan kedaulatan rakyat NKRI

Selamat untuk TNI Polri dengan tugas berat yang diemban atas pengamanan dan pengawalan untuk amannya",positif
Apapun acaranya harus ada makan makan,0,Apapun acaranya harus ada makan makan,netral
"Tugas saya selesai.
kami titip kan bangsa ini padamu Jendral tolong perbaiki kualitas hidup anak, pendidikan dan kesehatan.
Semoga diberi keselamatan dan kelancara kalo dilantik usahakan naik kuda putih nya Jendral",0,"Kami titipkan bangsa ini padamu Jenderal, tolong perbaiki kualitas hidup anak, pendidikan, dan kesehatan. Semoga diberi keselamatan dan kelancaran ketika dilantik, usahakan naik kuda putihnya Jenderal.",positif
"01 & 03 SILAHKAN KOAR"" GAK GUNA",0,01 dan 03 SILAHKAN KOAR TIDAK GUNA,negatif
Prabowo,0,Prabowo,netral
Selamat pak Prabowo.,0,Selamat pak Prabowo.,positif
Tetap rendah hati jujur amanah kerja keras untuk Indonesia maju Selamat bekerja,10,"Tetap rendah hati, jujur, amanah, kerja keras untuk Indonesia maju. Selamat bekerja.",positif
ekek preek,0,ekek preek,negatif
"Pajak naik, subsidi dipangkas...selamat",0,"Pajak naik, subsidi dipangkas...selamat",negatif
"Gibran mana gibran? belum apa2 sdh gk kompak, kaya dibuang",0,"Gibran mana Gibran? Belum apa-apa sudah tidak kompak, seperti dibuang",negatif
MENYALA PRESIDENKUUUUUUU,0,MENYALA PRESIDENKU,positif
Selamat kemenangan satu putaran persiden terpili pasangan prabowo gibran salam kemenangan salam seroja seroja seroja **** sampurnasun *** sampunasun * sampurnasun salam kemenangan hidup merdeka merdeka merdeka dari tim relawan yg tergabung relawan bersama korwil banten korwil lampung korwil palembang semoga dalam menjalankan tugasnya yg amanah di kasih kekuatan kesehatan di selamatkan di dunia dan akhirat sampai kiamat Aamiin ya Allah,1,"Selamat kemenangan satu putaran presiden terpilih pasangan Prabowo Gibran. Salam kemenangan, salam seroja, salam sampurnasun. Salam kemenangan, hidup merdeka, dari tim relawan yang tergabung relawan bersama Korwil Banten, Korwil Lampung, Korwil Palembang. Semoga dalam menjalankan tugasnya yang amanah diberikan kekuatan",positif
"Gua udah tahu beliau menang. Tapi kok tetap saja haru pada hari pengumuman ini.

Selamat bertugas pak jendral.",1,"Saya sudah tahu beliau menang. Tapi kok tetap saja haru pada hari pengumuman ini.

Selamat bertugas pak jenderal.",netral
Selamat Jenderal,0,Selamat Jenderal,positif
Alhamdulillah....akhirnya penantian yang begitu sangat panjang dan melelahkan akhirnya...atas ijin allah pak prabowo  dan mas gibran...akhirnya menjadi orang no 1 di Indonesia...terima kasih ya Allah,0,"Alhamdulillah, akhirnya penantian yang begitu sangat panjang dan melelahkan akhirnya atas izin Allah Pak Prabowo dan Mas Gibran, akhirnya menjadi orang nomor 1 di Indonesia, terima kasih ya Allah.",positif
Hormat kami rakyat kepada bapak,0,Hormat kami rakyat kepada bapak.,positif
Pendukung abah mna ya masih ngimpi 2putaran apa,0,Pendukung Prabowo masih berharap ada putaran kedua atau tidak?,netral
Terbaik bpk prabowo gibran indonesia menuju mas,0,Terbaik Pak Prabowo Gibran Indonesia menuju masa depan.,positif
preeeeek,0,preeeeek,negatif
Aku sebagai rakyatmu sangat bangga bapak,0,"Aku sebagai rakyatmu sangat bangga, Bapak.",positif
"Sekali maling tetap maling,",0,Sekali maling tetap maling.,negatif
Selamat buat PK Prabowo atas kemenangannya.semogga amanah BPK memimpin negara indonesia ya pk,0,"Selamat untuk Prabowo Subianto atas kemenangannya. Semoga amanah dalam memimpin negara Indonesia, Pak.",positif
Ini perjlann pk prabowo yg hebat .mju trs tanpa gentar,0,Ini perjalanan Pak Prabowo yang hebat. Maju terus tanpa gentar.,positif
"Banyak Selamat atas Kemenangan Pak Prabowo Gibran, Semoga semuanya Selalu dalam lindungan Allah",0,"Banyak Selamat atas Kemenangan Pak Prabowo Gibran, Semoga semuanya Selalu dalam lindungan Allah",positif
Alhamdulillah akhirnya prabowo gibran menang ♥️♥️♥️♥️♥️♥️♥️♥️,0,Alhamdulillah akhirnya Prabowo Gibran menang,positif
Bravo buat pk prabowo smoga TNI lebih sejatera dan negara ini lebih maju,0,"Bravo buat pak Prabowo, semoga TNI lebih sejahtera dan negara ini lebih maju",positif
Alhamdulillah ...akhirnya Pak Prabowo n Gibran jdi pemimpin Indonesia Maju...,28,Alhamdulillah akhirnya Pak Prabowo dan Gibran jadi pemimpin Indonesia Maju.,positif
Kemana gibran.?,0,Kemana Gibran?,netral
Alhamdulillah.. 02 torang gass..,0,Alhamdulillah.. 02 torang gas..,positif
"dengan harga beras yang melambung tinggi. 
Yuk kita JOGET, hingga 2029.!!!",0,"dengan harga beras yang melambung tinggi. Yuk kita joget, hingga 2029.",netral
Tenang pk prabowo rekapitulasinya sdh mmbawa herkah aminx3,0,"Tenang Pak Prabowo, rekapitulasinya sudah membawa keberkahan. Amin.",positif
"Twn ,, hadir,,,
Selamat p prabowo ,,president RI 2024 ,,
Smoga indonesia lebih baik ,menuju indinesia emas 
& Smoga Amanah buat seluruh Rakyat indonesia ,Aamiin",4,"Teman, hadir.
Selamat kepada Prabowo, Presiden RI 2024.
Semoga Indonesia lebih baik, menuju Indonesia Emas.
Semoga amanah buat seluruh rakyat Indonesia, aamiin.",positif
selamat pak.. saya dan keluarga sudah memilihmu.. dari hati yg tulus dan iklas..saya sebagai rakyat..menaruh harapan besar.. untuk kemajuan negri ini dan kemakmuran untuk rakyat indonesia..amiin YrA,0,"Selamat pak, saya dan keluarga sudah memilih Anda. Dari hati yang tulus dan ikhlas. Saya sebagai rakyat, menaruh harapan besar untuk kemajuan negara ini dan kemakmuran untuk rakyat Indonesia. Amiin YrA",positif
Kok gibran gak ada woy.,0,Kok Gibran tidak ada ya.,netral
"Orang yang tidak waras ' yang menang PiLpres "" BANSOS "" Versi Pak Lurah habisin 497 Triliun ' Terjorok - Bobrok ' tidak bermanfaat ‍♀️‍♀️‍♀️",0,"Orang yang tidak waras yang menang Pilpres ""BANSOS"" versi Pak Lurah habisin 497 triliun, terjorok - bobrok, tidak bermanfaat.",negatif
Selamat kpd Bpk Prabowo dan mz Gibran.. Dan tim pemenangan.. Smg bisa menjaga amanah yg telah di berikan dan menjadikan Indonesia lebih maju dan makmur..,0,Selamat kepada Bapak Prabowo dan Mas Gibran. Dan tim pemenangan. Semoga bisa menjaga amanah yang telah diberikan dan menjadikan Indonesia lebih maju dan makmur.,positif
Alhamdulillah...semoga amanah,0,"Alhamdulillah, semoga amanah",positif
Gak tau bawaannta senyum lhtnya,0,Tidak tahu bagaimana cara membuat Anda tersenyum melihatnya,negatif
Mandat kecurangan,0,Mandat kecurangan,negatif
"Alhamdulillah jendral, semoga Allah SWT membimbing mu,membawa Indonesia yg adil makmur, Indonesia jaya️️",0,"Alhamdulillah jendral, semoga Allah SWT membimbingmu, membawa Indonesia yang adil makmur, Indonesia jaya",positif
Alhamdulillah,0,Alhamdulillah,positif
"Semoga gak janji"" Kosong ni pak kami rakyat indonesia sudah muak melihat janji"" Kosong",0,"Semoga tidak janji kosong ini, Pak. Kami rakyat Indonesia sudah muak melihat janji kosong.",negatif
Slamat menikmati hasil curang smoga Allah sesatkanroboh nya nkri,0,"Selamat menikmati hasil curang, semoga Allah sesatkan robohnya NKRI.",negatif
Alhamdulillah,0,Alhamdulillah,positif
"Selamat pak prabowo, semoga indonesia lebih maju dalam segala bidang",0,"Selamat Pak Prabowo, semoga Indonesia lebih maju dalam segala bidang.",positif
"Alhamdulillah , selamat pk jendral ats kemenamganny ️️",0,"Alhamdulillah, selamat Pak Jenderal atas kemenangannya.",positif
Air mata ku menetes lihat pk prabowo...jd pemenang...akn jd persiden baru..,0,"Air mataku menetes melihat pak Prabowo menjadi pemenang, akan menjadi presiden baru.",positif
Alhamdulillah ya Allah dgn terpilih Bpk Prabowo & Gibran semoga Indonesia NKRI. Yg kita Cintai bersama menjadi Negara yg Bermartabat & Amanah.,0,Alhamdulillah ya Allah dengan terpilihnya Bapak Prabowo & Gibran semoga Indonesia NKRI. Yang kita cintai bersama menjadi Negara yang Bermartabat & Amanah.,positif
Selamat jendral smg indonesia lbh maju. Menuju indonesia emas,0,"Selamat Jenderal, semoga Indonesia lebih maju. Menuju Indonesia emas.",positif
"Doakan saja semoga pak Bowo nd mase gibran bisa membawa bangsa ini lebih baik, sebab apapun yg akan di persoalkan tdk akan merubah hasil pemilu ini justru akan membuat rakyat jadi tambah susah",0,"Doakan saja semoga pak Prabowo dan Mas Gibran bisa membawa bangsa ini lebih baik, sebab apapun yang akan dipersoalkan tidak akan merubah hasil pemilu ini justru akan membuat rakyat jadi tambah susah",positif
Jalannya udah nggak jejek kayak gitu hahaha,0,Jalannya sudah tidak rata seperti itu hahaha,negatif
Alhamdulilah,0,Alhamdulillah,positif
Menangis karena bahagia,0,Menangis karena bahagia,netral
Kobarkan jiwa Korsa Kopassus mu my Jenderal.,0,"Kobarkan jiwa Korsa Kopassusmu, Jenderal.",negatif
Pak prabowo memang orangnya ramah dan sopan.baik dan berwibawa.,0,"Pak Prabowo memang orangnya ramah, sopan, baik, dan berwibawa.",positif
Alhmdllh ya allah,0,Alhamdulillah ya Allah,positif
Kita lihat hasil selanjutya,0,Kita lihat hasil selanjutnya,netral
kasian wowo. Baru bisa menang. Padahal 2019 seharusnya uda menang,0,Kasian Prabowo. Baru bisa menang. Padahal 2019 seharusnya sudah menang.,negatif
"2:35 tetap rendah hati dengan nyebut calon, mengerti dan paham betul bahwa belum jadi hingga pelantikan ntar",0,"2:35 tetap rendah hati dengan menyebut calon, mengerti dan paham betul bahwa belum jadi hingga pelantikan nanti",positif
Terima kasih . moga panjang umur . aminnnn,0,"Terima kasih, semoga panjang umur, amin.",positif
Mana pemuja abah yg menyanjung menang di mana²... oh iklan gambar roko ada dimna²,0,Mana pemuja abah yang menyanjung menang di mana-mana... oh iklan gambar roko ada dimana-mana,negatif
Alhamdulillah,0,Alhamdulillah,positif
