author,comment,published_at,like_count,final_text
@zahramosthafavi4620,Prabowo hari ini adalah bukti bahwa sirkel pertemanan amat berpengaruh. Choose your friends wisely.,2024-03-20T20:54:00Z,0,Prabowo hari ini adalah bukti bahwa lingkaran pertemanan sangat berpengaruh. Choose your friends wisely.
@nimadesudani4684,Bravo Sang Jendral,2024-03-20T20:53:54Z,0,Bravo Sang Jendral
@yulhamhm4002,PRABOWO MEMANG DI HORMATI DI ASEAN ASIA/EROPA..BUKTI NYA MILITER/TENTARA KOPASUS TERBAIK KAMBOJA DI LATIH PRABOWO....,2024-03-20T20:53:45Z,0,Prabowo memang dihormati di ASEAN Asia/Eropa. Bukti nya militer/tentara Kopassus terbaik Kamboja di latih Prabowo.
@mukotibmukotib7896,"Ayoo pendukung 01,03, ikutlah berdoa utk paslon 02,,krn mau atau tdk beliau yg akan memimpin indonesia,,yesssss",2024-03-20T20:53:45Z,0,"Ayoo pendukung 01, 03, ikutlah berdoa untuk pasangan calon nomor urut 02, karena mau atau tidak beliau yang akan memimpin Indonesia, yesssss"
@chiwonkdinastycell4glte666,"salam sejahtera jendral 
jawabarat02",2024-03-20T20:53:39Z,0,Salam sejahtera Jenderal Jawa Barat 02.
@HasyimMujadi-d5q,"Mandat curang bangga, 
Rakyat yg mana, rakyat goib",2024-03-20T20:53:37Z,0,"Mandat curang bangga, 
Rakyat yang mana, rakyat goib"
@AbdulWahid-ph8oe,Mandas sembako bansos blt dan yg lain menjijikan,2024-03-20T20:53:23Z,0,Mandas sembako bansos BLT dan yang lain menjijikan
@skwskw9977,Puji dan syukur pilihanku menang,2024-03-20T20:53:19Z,0,Puji dan syukur pilihan saya menang
@selfiyantisetianingrum1450,allkamdulillah pak Prabowo menang yesss,2024-03-20T20:53:11Z,0,Alhamdulillah Pak Prabowo menang.
@nurfinaa6406,"Ssdsrlah kalian bahwa laknat Allah pasti selalu menyertai nafas dan langkahmu sehari hari, jangan kalian kira Allah itu tidur pasti akan ada tindakan atau resiko yang kalian terima, ini hanya menyampaikan pesan Allah dalam firmannya",2024-03-20T20:53:07Z,0,"Sadarilah bahwa laknat Allah pasti selalu menyertai nafas dan langkahmu sehari-hari, jangan kalian kira Allah itu tidur pasti akan ada tindakan atau resiko yang kalian terima, ini hanya menyampaikan pesan Allah dalam firmannya"
@ckceritakehidupan4021,Selamaaaat bapak,2024-03-20T20:53:04Z,0,Selamat Bapak
@setiohadi3019,Halo mbah Fahri,2024-03-20T20:52:59Z,0,Halo Mbah Fahri
@taufikcool8680,"Selamat pak Prabowo & mas Gibran semoga mjd pemimpin yg amanah,semoga bisa membawa Indonesia mjd lbh baik",2024-03-20T20:52:54Z,0,"Selamat Pak Prabowo & Mas Gibran semoga menjadi pemimpin yang amanah, semoga bisa membawa Indonesia menjadi lebih baik."
@usman4009,"Jember losss 80,% Prabowo menang telak",2024-03-20T20:52:53Z,0,"Jember kalah 80%, Prabowo menang telak"
@BAGJA-v3j,Prabowo ghibran.... Jateng hadir,2024-03-20T20:52:50Z,0,Prabowo Ghibran Jateng hadir
@irmanali6198,Tugas kami telah selesai pak.. sekarang tugas bapak mensejahterakan kami rakyat Indonesia.. selamat yaaa pak.. ️,2024-03-20T20:52:44Z,109,Tugas kami telah selesai pak.. sekarang tugas bapak mensejahterakan kami rakyat Indonesia.. selamat yaaa pak..
@ilyaskuteng6852,Kok mukanya pada ragu semua ya,2024-03-20T20:52:34Z,0,Kok mukanya pada ragu semua ya
@sutaramsaputro348,Smg amanah p jendral  aq pendukungmu stia,2024-03-20T20:52:27Z,0,"Semoga amanah Pak Jenderal, saya pendukungmu setia."
@mamikhermanto5882,Ok gasss,2024-03-20T20:52:23Z,0,Ok gas
@AhmadSaifudin-oh8es,Slamat pak smoga amanah lebih memikirkan rakyat kecil.. Lampung terutama pembangunan di lampung yg kurang layak untuk jalan jalan raya,2024-03-20T20:52:21Z,0,"Selamat pak, semoga amanah lebih memikirkan rakyat kecil. Lampung terutama pembangunan di Lampung yang kurang layak untuk jalan raya."
@tengkuharis9273,"saya gak ikutan..
cm ingin endingnya aja.
pd janji janjinya..
soal demokrasi..sy sdah tak percaya itu ada!
buat para masyrakat yg ada di bawah.sy pringatkan,jngn ada satu kata pun kluar dr mulutmu keluhan!",2024-03-20T20:52:15Z,0,"saya tidak ikut.. hanya ingin endingnya saja. pada janji-janji nya.. soal demokrasi.. saya sudah tidak percaya itu ada! untuk para masyarakat yang ada di bawah, saya ingatkan, jangan ada satu kata pun keluar dari mulutmu keluhan!"
@yonsmilenium3610,KEMENANGAN YG TIDAK MEMBANGGAKAN KARENA TERSELIP DOSA KASUS MK!!!!,2024-03-20T20:52:01Z,0,Kemenangan yang tidak membanggakan karena terselip dosa kasus MK.
@saparidika9702,alhamdulillah menang 02..,2024-03-20T20:51:58Z,0,Alhamdulillah menang pasangan calon nomor urut 2.
@tinesprangdewanti5453,Semoga bapak sehat2 selalu utk memimpin negara ini sampai ahir masa jabatan nya,2024-03-20T20:51:47Z,0,Semoga bapak sehat selalu untuk memimpin negara ini sampai akhir masa jabatannya.
@rizalltv9621,Selamat bapak prabowo dan mas gibran,2024-03-20T20:51:38Z,1,Selamat Pak Prabowo dan Mas Gibran
@imamsulistiyo4414,Koalisi indonrsia maju. Mantap,2024-03-20T20:51:34Z,0,Koalisi Indonesia Maju. Mantap.
@MSS_IDID,MasyaAllah Taberokallah Alhamdulillah..selamat pk prabowo semoga indonesia damai tentram di tanganmu pak...salam sehat dari riyadh,2024-03-20T20:51:30Z,9,"Selamat pak Prabowo, semoga Indonesia damai tentram di tanganmu pak. Salam sehat dari Riyadh."
@kayleo6444,Trima kasih cak lontong yg sudah membantu pak prabowo menang,2024-03-20T20:51:16Z,0,Terima kasih Cak Lontong yang sudah membantu Pak Prabowo menang.
@zainularifin7233,"Slmt BPK pragib,smg amanah,Aamiin",2024-03-20T20:51:14Z,0,"Selamat Bapak Prabowo, semoga amanah, Aamiin."
@ucyil1979,Alhamdulillah,2024-03-20T20:50:52Z,0,Alhamdulillah
@soibatul982,masyaAllAh Alhamdulillah,2024-03-20T20:50:48Z,0,masyaAllah Alhamdulillah
@agusagus8521,Selamat pak prabowo jadi ptesiden republik indonesia yg ke 8,2024-03-20T20:50:45Z,0,Selamat Pak Prabowo menjadi Presiden Republik Indonesia yang ke-8.
@kusmihardi8864,Neekat,2024-03-20T20:50:43Z,0,Neekat
@verairsanti8622,"Alhamdulillah 
Bapak Prabowo MENANG",2024-03-20T20:50:42Z,0,"Alhamdulillah 
Bapak Prabowo MENANG"
@kaillaazzahra1694,"Prabowo memang Sosok yg punya Jiwa leader terhebat diantara paslon ,bs merubah fahri hamzah tuh diblkngnya yg suka kritik kebijakan pemerintah",2024-03-20T20:50:27Z,0,"Prabowo memang sosok yang memiliki jiwa pemimpin terhebat di antara pasangan calon, bisa merubah Fahri Hamzah yang ada di belakangnya yang suka kritik kebijakan pemerintah."
@Titoewawarta,"Anak anak abah yg sabar ya 
Kudu legowo 2029 nnti nyapres lagi abahnya..",2024-03-20T20:50:23Z,0,Anak-anak Abah yang sabar ya. Semoga legowo tahun 2029 nanti nyapres lagi abahnya.
@kaskuskaskus2628,Mudah mudahan hutang indonesia tidak semakin bertambah ya,2024-03-20T20:50:15Z,0,Semoga hutang Indonesia tidak semakin bertambah ya
@darlinamanik3627,"Alhamdulillah, selamat ya pak prabowo, semoga amanah",2024-03-20T20:50:14Z,0,"Alhamdulillah, selamat ya pak Prabowo, semoga amanah"
@rusdiansyahjuhrie2856,"Saya dari Kutai Kartanegara : Selamat Bapak Prabowo, saya sudah 3kali  mendukung bapak yaitu 2014 2019 kalah, dan akhirnya di 2024 Bapak bisa menang juga... Rasanya Plong Sekali .....Alhamdulillah Ya Allah",2024-03-20T20:50:08Z,0,"Saya dari Kutai Kartanegara: Selamat Bapak Prabowo, saya sudah tiga kali mendukung Bapak yaitu pada tahun 2014 dan 2019 kalah, dan akhirnya di 2024 Bapak bisa menang juga. Rasanya Plong Sekali. Alhamdulillah Ya Allah."
@muhammadricosetiawan9661,"Selamat Jenderal, penantian panjangmu telah membuahkan hasil. Semoga engkau kuat memikul beban baru, dan Alloh mudahkan semua langkahmu.",2024-03-20T20:49:56Z,0,"Selamat Jenderal, penantian panjangmu telah membuahkan hasil. Semoga engkau kuat memikul beban baru, dan Allah mudahkan semua langkahmu."
@mohamadsulaeman190,Selamat buat pak Prabowo,2024-03-20T20:49:55Z,0,Selamat untuk Pak Prabowo
@farhanalbasysyasyi4212,All inn,2024-03-20T20:49:40Z,0,All in
@rahayusaid4257,Bapak di berikan mandat oleh KPU .. bukan rakyat Indonesia,2024-03-20T20:49:36Z,0,"Bapak diberikan mandat oleh KPU, bukan rakyat Indonesia."
@BrotherPits,Tahniah Pak Prabowo dan Gibran..,2024-03-20T20:49:35Z,0,Tahniah Pak Prabowo dan Gibran.
@rahayusaid4257,Proses pilpres belum selesai..masih panjang pak,2024-03-20T20:48:51Z,0,"Proses pemilihan presiden belum selesai, masih panjang pak."
@Supriyanto-rv6fq,Selamat Bp Prabowo Subianto RI 1 2024 untuk Indonesia raya aman damai dan sejahtera Amin,2024-03-20T20:48:39Z,0,Selamat Bapak Prabowo Subianto RI 1 2024 untuk Indonesia raya aman damai dan sejahtera Amin
@serbaserbi5009,"Pak prabowo selamat, 
Pak tolong anaknya abah ada yg ODGJ pak",2024-03-20T20:48:36Z,0,"Pak Prabowo selamat, Pak tolong anaknya Abah ada yang ODGJ Pak."
@mafiajajananindonesia,"akhirnya pak... engkau pimpin negara ini
selamat untuk kita semua pak, berikan kami rakyat kebijakan kebijakan yang adil, berikan kami bukti nyata janji janji bapak...",2024-03-20T20:48:34Z,0,"Akhirnya pak, engkau pimpin negara ini. Selamat untuk kita semua pak, berikan kami rakyat kebijakan yang adil, berikan kami bukti nyata janji-janji bapak."
@Supardi-p7x,Selamat bpk prabowo,2024-03-20T20:48:32Z,0,Selamat Pak Prabowo
@suhestirahayu9555,Alhamdulullah prabowo gibran,2024-03-20T20:48:27Z,0,Alhamdulillah Prabowo Gibran
@Nursiati132,Amanah itu termasuk berkah atau musibah,2024-03-20T20:48:26Z,1,Amanah itu termasuk berkah atau musibah
@andyqumoro9411,Selamat pak prabowo....sehat selalu.....pati menantimu untuk menormalisasi sungai supaya pertanian di pati segera terlaksana,2024-03-20T20:48:26Z,0,"Selamat Pak Prabowo, semoga sehat selalu. Pati menantimu untuk menormalisasi sungai agar pertanian di Pati segera terlaksana."
@chycahya6344,"Allahamdullilah,mudah mudahan bapak bisa amanah , bisa membawa negara Indonesia menjadi negara yang makmur , maju , sejahtera...",2024-03-20T20:48:24Z,0,"Alhamdulillah, semoga Bapak bisa amanah, bisa membawa negara Indonesia menjadi negara yang makmur, maju, sejahtera..."
@YanaSaiful,Semoga rakyat indonesia kedepan makmur,2024-03-20T20:48:05Z,0,Semoga rakyat Indonesia ke depan makmur.
@uanhermawan117,"Saya pilih Prabowo, orangnya baik,tegas ,berani .negara asingpun segen. Dan sudah kaya insyha Allah Indonesia emas akan tercapai Selamat PK Prabowo semoga sehat kedua pasangan ini.Aamiin",2024-03-20T20:48:01Z,0,"Saya pilih Prabowo, orangnya baik, tegas, berani. Negara asing pun segan. Dan sudah kaya insya Allah Indonesia emas akan tercapai. Selamat PK Prabowo semoga sehat kedua pasangan ini. Aamiin."
@Sholikhin-rp4sq,Selamat untuk p prabowo semoga sukses membangon ri,2024-03-20T20:47:58Z,0,"Selamat untuk Pak Prabowo, semoga sukses membangun Indonesia."
@masbrozidane5342,"Selamat Pak Prabowo dan Mas Gibran....semoga di beri kesehatan dan amanah di dalam mnjalankan tugas""nya.",2024-03-20T20:47:57Z,0,"Selamat Pak Prabowo dan Mas Gibran, semoga diberi kesehatan dan amanah dalam menjalankan tugasnya."
@azwar1224,Do'a dan Dukungan Selalu Buat PakPrabowo Dan  NKRI.,2024-03-20T20:47:56Z,0,Doa dan dukungan selalu untuk Pak Prabowo dan NKRI.
@rahayusaid4257,Selamat atas kemenangan KPU,2024-03-20T20:47:53Z,0,Selamat atas kemenangan KPU
@Yulan334,All in 02...,2024-03-20T20:47:51Z,0,All in pasangan calon nomor urut 02...
@Qu_Hidayat,nice,2024-03-20T20:47:28Z,0,nice
@SalamAlam-sw9dc,Syukur alhamdudillah atas perjuangan pak probowo sudah 10 th allah belum memberikan kemenangan allah swt  sdah melangcarkan apa permintaan  sekarang mengabulkan doa bapak serta pengdukung termaksud sdah terjawab di 2024 bahwa sdah di takdir untuk menang amin rabbil amin merdeka,2024-03-20T20:47:27Z,0,"Syukur alhamdulillah atas perjuangan Pak Prabowo sudah 10 tahun. Allah belum memberikan kemenangan, Allah SWT sudah melancarkan apa permintaan. Sekarang mengabulkan doa Bapak serta pendukung termasuk sudah terjawab di 2024 bahwa sudah di takdir untuk menang. Amin Rabbil Alamin. Merdeka."
@Yulan334,All in 02....,2024-03-20T20:47:23Z,0,All in pasangan calon nomor urut 02....
@eriksadewa3320,Selamat ke pada bapak brabowo subianto saya pedukung setia,2024-03-20T20:47:18Z,0,"Selamat kepada Bapak Prabowo Subianto, saya pendukung setia."
@qolbynaqolby8936,Kita akan liat kejutan2 dari president terpilih... Pasti banyak kejutan... Wakkakakakaka,2024-03-20T20:47:17Z,0,Kita akan lihat kejutan-kunjutan dari presiden terpilih... Pasti banyak kejutan...
@Formosa407,"H.PRABOWO SUBIANTO...KAMI SEKELUARGA IBU,BAPAK ,KAKAK2,BESERTA SAYA TELAH SETIA MENCOBLOS 3X..AMANAH RAKYAT KAMI TITIPKAN",2024-03-20T20:47:14Z,0,"H. Prabowo Subianto, kami sekeluarga (ibu, bapak, kakak-kakak, beserta saya) telah setia mencoblos 3x. Amanah rakyat kami titipkan."
@agusalfatinofficial7909,Selamat.... Alhamdulillah,2024-03-20T20:47:12Z,0,Selamat.... Alhamdulillah
@muhreyhan6609,Itu dibelakang P. fahri Hamzah ya,2024-03-20T20:46:59Z,0,Itu dibelakang P. Fahri Hamzah ya
@AhmadAfnani-ko6ts,"Tuntas sudah pak perjuanganmu,",2024-03-20T20:46:43Z,0,Tuntas sudah pak perjuanganmu.
@ahmadhori9985,"Alhamdulillah.... akhirnya pilihanku jadi pemenang , menang dengan mutlak... selamat bapak Prabowo Subianto dan mas Gibran",2024-03-20T20:46:32Z,54,"Alhamdulillah akhirnya pilihanku jadi pemenang, menang dengan mutlak. Selamat Bapak Prabowo Subianto dan Mas Gibran."
@yunieka5704,Alhamdulillah Allah akan memenangkan yg benar bukan yg buat rusuh,2024-03-20T20:46:27Z,0,Alhamdulillah Allah akan memenangkan yang benar bukan yang membuat kerusuhan
@bencikepalsuan7704,Bang yusril keren ...,2024-03-20T20:46:26Z,0,Bang Yusril keren.
@HasbiSyaefulbadri,Cukup yg tampil Prabowo saja klo bisa,2024-03-20T20:46:24Z,0,Cukup yang tampil Prabowo saja kalau bisa
@WongBagus55,Mandat ekuasaan boss bukan rakyat. Bansos membuat anda menang pilpres. Klo  bukan bantuan istana gak mungkin menang pilpres.. sedih rasanyaa,2024-03-20T20:46:23Z,0,"Mandat kekuasaan bukan dari rakyat. Bantuan sosial membuat Anda menang pilpres. Jika bukan bantuan dari istana, tidak mungkin menang pilpres.. Sedih rasanya."
@mediasuara31,Itu lambe nrocos mulu para medianya...,2024-03-20T20:46:23Z,1,Itu lambe nrocos mulu para medianya.
@ramzankadyrovv,"Cukup kita dipecah belah .

Saatnya indonesia Maju",2024-03-20T20:46:21Z,0,"Cukup kita dipecah belah.

Saatnya Indonesia maju."
@nupushayati3091,Sah.........,2024-03-20T20:46:15Z,0,Sah........
@rahayusaid4257,Makan siang gratis di bulan puasa,2024-03-20T20:46:07Z,0,Makan siang gratis di bulan puasa
@suriatisinaga7199,Hasil. Curang,2024-03-20T20:46:04Z,0,Hasil: Curang
@nenenksurya5077,"Yach tugas kita sudah selesai dlm mengawal suara ,Alhamdulillah berkat Rahmat Allah SWT PD akhirnya di tetep kan sebagai pemenang ,puji syukur atas kehadirat Allah semoga kedepannya Allah selalu membimbing beliau dan kita semua dlm lindungannya ,,,selamat Jendral selamat bertugas harapan rakyat mu berada dipundak mu ,,,selamat menuju Indonesia maju , okey gas ️",2024-03-20T20:46:03Z,0,"Tugas kita sudah selesai dalam mengawal suara, Alhamdulillah berkat Rahmat Allah SWT. Pada akhirnya ditetapkan sebagai pemenang, puji syukur atas kehadirat Allah semoga kedepannya Allah selalu membimbing beliau dan kita semua dalam lindungannya. Selamat Jendral, selamat bertugas harapan rakyatmu berada di pundakmu, selamat menu"
@adechikal877,Siap jenderal laksanakan tugas mu dengan baik jujur dan penuh ihklas jangan sampai para pembenci mu memberontak sikat habis para koruptor.,2024-03-20T20:45:37Z,0,"Siap jenderal, laksanakan tugasmu dengan baik, jujur, dan penuh ikhlas. Jangan sampai para pembencimu memberontak, sikat habis para koruptor."
@WaripFishHunter,Fahri Hamzah gak di salamin,2024-03-20T20:45:11Z,0,Fahri Hamzah tidak disalami
@safayun5411,"Selamat pak prabowo semoga amanah, hati” dgn matahari kembar yg suka comot partai org",2024-03-20T20:45:07Z,0,"Selamat Pak Prabowo, semoga amanah, hati-hati dengan matahari kembar yang suka mencopot partai orang."
@DaarulKhoirot-sw5vm,"Gak sudi menyerahkan mandat kepada orang yg bukan ahlinya, tapi ahli kecurangan...",2024-03-20T20:44:43Z,0,"Tidak sudi menyerahkan mandat kepada orang yang bukan ahlinya, tapi ahli kecurangan."
@JIH4NSunghoon,"Alhamdulilah pak,sujud syukur atas kemenangan anda,Allah maha adil dan maha tahu andalah pemimpin yg dipilih oleh rakyat Indonesia",2024-03-20T20:44:28Z,0,"Alhamdulillah pak, sujud syukur atas kemenangan Anda, Allah maha adil dan maha tahu Anda lah pemimpin yang dipilih oleh rakyat Indonesia."
@doyiodoy723,"Bagi pendukung paslon yang lain yang kalah berbesar hatilah dan legowo.. . Kita doakan pemimpin kita yang baru ini bisa membawa indonesia lebih maju dan masyarakat lebih sejahtera tenang dan damai...

..
Jangan bikin huru hara dan keadaan yang gak kondusif",2024-03-20T20:44:24Z,0,"Bagi pendukung paslon yang lain yang kalah berbesar hatilah dan legowo. Kita doakan pemimpin kita yang baru ini bisa membawa Indonesia lebih maju dan masyarakat lebih sejahtera, tenang, dan damai.

Jangan bikin huru hara dan keadaan yang tidak kondusif."
@elymaya1516,ya allah terimakasih   terharu saya akhirnya  terkabul jg doaku  shat selalu ya pak dan amanah  dan bijak dlm memimpin,2024-03-20T20:44:21Z,0,"Terima kasih ya Allah, saya terharu akhirnya doa saya terkabul. Semoga selalu sehat pak dan amanah serta bijak dalam memimpin."
@edwinendra186,Durjana...... Naik tahta,2024-03-20T20:44:16Z,0,Durjana naik tahta
@mardisayangibu7454,Selamat ya pak..semoga indonesia semakin jaya dan maju dipimpin oleh bpak.,2024-03-20T20:44:05Z,0,"Selamat ya pak, semoga Indonesia semakin jaya dan maju dipimpin oleh pak."
@wiwitwiwit9868,SELAMAT PRAGIP ATAS KEMENANGAN INI SELAMAT MENJALANKAN MANDAT RAKYAT DENGAN AMANAH,2024-03-20T20:44:00Z,0,SELAMAT PRABOWO ATAS KEMENANGAN INI SELAMAT MENJALANKAN MANDAT RAKYAT DENGAN AMANAH
@stellykatili,Congrats buat Pak PS dan Gibran,2024-03-20T20:43:46Z,0,Selamat kepada Pak PS dan Gibran
@disacecilia1160,Alhamdulillah selamat bapakkk,2024-03-20T20:43:41Z,1,Alhamdulillah selamat bapak
@tenriyanie6077,Keadilan akan mencari jalannya sendiri. Allah Maha Mengetahui kebenarannya.,2024-03-20T20:43:35Z,0,Keadilan akan mencari jalannya sendiri. Allah Maha Mengetahui kebenarannya.
@anggacinta2398,"Setiap kali ak lihat BPK ,air mata ini menetes ,alhamndulillah penantian panjangku berhasil , mm oga BPK amanah Aamiin",2024-03-20T20:43:13Z,48,"Setiap kali aku melihat BPK, air mata ini menetes, alhamdulillah penantian panjangku berhasil, semoga BPK amanah Aamiin"
@ukhuwahislam,"Selamat kepada Bp Jend purn H Prabowo Subianto & Sdr Gibran RR sebagai RI1 dan RI2 2024-2029, semoga sukses dalam mengemban Amanat Rakyat. #Indonesia",2024-03-20T20:43:03Z,1,"Selamat kepada Bapak Jenderal purnawirawan H. Prabowo Subianto dan Saudara Gibran Rakabuming Raka sebagai Presiden dan Wakil Presiden 2024-2029, semoga sukses dalam melaksanakan amanah rakyat."
@muhamadlukhislukhis,sungguh terharu,2024-03-20T20:42:58Z,0,sungguh terharu
@capucinogames3861,alhamdulilah perjuangan kita sampai disini pak,2024-03-20T20:42:47Z,0,Alhamdulillah perjuangan kita sampai di sini Pak.
@NoName-bt4vj,"Alhamdulillah selamat pak Prabowo dan mas Gibran yg terpilih menjadi pemimpin negeri ini, semoga Allah SWT selalu melindungi dan membimbing bapak dalam menjalankan tugasnya sebagai pemimpin negeri ini Aamiin ya Allah ya rabbal allamiin",2024-03-20T20:42:43Z,0,"Alhamdulillah selamat Pak Prabowo dan Mas Gibran yang terpilih menjadi pemimpin negeri ini, semoga Allah SWT selalu melindungi dan membimbing Bapak dalam menjalankan tugasnya sebagai pemimpin negeri ini. Aamiin ya Allah ya Rabbal Alamiin."
@chairaniverani4101,"Mandat yang mana wo???? 
Ente nyogok rakyat buat milih ente dengan kecurangan.",2024-03-20T20:42:25Z,0,Mandat yang mana? Ente menyuap rakyat untuk memilih ente dengan kecurangan.
@bowohatelosing5710,Ganjar rugi dong,2024-03-20T20:42:11Z,0,Ganjar rugi dong
@AdeVismed,Akhirnya menang juga ya pak walaupun menang lewat ketidak jujuran..,2024-03-20T20:42:05Z,0,Akhirnya menang juga ya Pak walaupun menang lewat ketidakjujuran.
@tjahjousodo6778,"Yaaaaaa Alloh SWT janjimu itu pasti benar  azapmu pasti ada Mulya di hadapan manusia,kelak esok hina di hadapan Alloh SWT",2024-03-20T20:41:39Z,0,"Yaaaaaa Alloh SWT janjimu itu pasti benar, azapmu pasti ada di hadapan manusia, kelak esok hina di hadapan Alloh SWT"
@indracr7371,Selamat jenderal tidak sia sia saya mendukung mu jenderal,2024-03-20T20:41:37Z,0,"Selamat Jenderal, tidak sia-sia saya mendukungmu, Jenderal."
@Alimustakim-tz7un,Alhamdulillah.. Selamat pak prabowo,2024-03-20T20:41:31Z,0,Alhamdulillah.. Selamat Pak Prabowo
@AjiJulian-mq6st,Kan anda akan menjabat sebentar apa bener pak ?,2024-03-20T20:41:22Z,0,"Apakah Anda akan menjabat sebentar, benar Pak?"
@DAR-i1m,menyatu lha pak dengan ibu mantan biyar gak sendirian kalau lgi ad tugas kita mendukung itu,2024-03-20T20:41:20Z,0,Menyatu lah pak dengan ibu mantan biar tidak sendirian kalau lagi ada tugas kita mendukung itu
@bambangyulianto3592,"Nikmatilah  Kecurangan , dan itu bukan  haknya , ibarat makan barang Haram , tunggu saja  waktunya  adzab Allah  yg akan ditimpakan.",2024-03-20T20:41:18Z,0,"Nikmatilah kecurangan, dan itu bukan haknya, ibarat makan barang haram, tunggu saja waktunya adzab Allah yang akan ditimpakan."
@bellanur5400,Buktikan ya,2024-03-20T20:41:15Z,0,Buktikan ya
@RidwanAbdullah-h1l,Nenek Banteng jangan kau menangis dan berduka.. nek..,2024-03-20T20:40:59Z,0,Nenek Banteng jangan kau menangis dan berduka.. nek..
@RioEternal,Baru kali ini aku pilih PK bowo,2024-03-20T20:40:50Z,0,Baru kali ini aku pilih Prabowo
@musukotakoyaki4891,Selamet pak akhirnya bapak bisa napas lega mudah2an bapak amanah ya,2024-03-20T20:40:31Z,0,"Selamat pak, akhirnya Bapak bisa bernapas lega. Semoga Bapak amanah ya."
@kusnyonokusnyono7428,. Mantap,2024-03-20T20:40:03Z,0,Mantap
@rinafitriana5942,Seneng bgt gw semoga pak prabowo sehat selalu,2024-03-20T20:39:54Z,0,Senang banget saya semoga Pak Prabowo sehat selalu
@henricaniago5316,"kalian telah mengancur kan kebahagian harapan rakyat dan demokrasi Indonesia bergembira lah kalian dengan sakit nya hati sebahagian rakyat Indonesia,",2024-03-20T20:39:31Z,1,"Kalian telah menghancurkan kebahagiaan, harapan rakyat, dan demokrasi Indonesia. Bergembiralah kalian dengan sakitnya hati sebagian rakyat Indonesia."
@suriatisinaga7199,Curang.  Ah,2024-03-20T20:39:28Z,0,Curang. Ah
@AdrianusFransiskus-t7g,"Tugas kami telah usai Jendral. Semoga bersama mas Gibran menjadikan Indonesia yang bermartabat, menuju Indonesia Emas tentunya. Semoga Amanah

Hormat",2024-03-20T20:39:13Z,3,"Tugas kami telah usai Jendral. Semoga bersama dengan Gibran menjadikan Indonesia yang bermartabat, menuju Indonesia Emas tentunya. Semoga Amanah

Hormat"
@kadarulloh905,AMIN,2024-03-20T20:39:03Z,0,AMIN
@fridalisdewati9911,Selamat dan sukses prabowo gibran ..semoga amanah,2024-03-20T20:38:58Z,0,"Selamat dan sukses Prabowo Gibran, semoga amanah."
@yuditarsudi5628,"Smoga BP amanah,",2024-03-20T20:38:49Z,0,Semoga pasangan calon nomor urut 1 amanah.
@aisyahn.widodo5792,"Selamat untuk pak Prabowo dan mas Gibran, semoga bisa amanah dalam membangun bangsa indonesia.",2024-03-20T20:38:31Z,0,"Selamat untuk pak Prabowo dan mas Gibran, semoga bisa amanah dalam membangun bangsa Indonesia."
@muhammadhafizhadvi9455,"Capres wapres anak haram konstitusi

Indonesia resesi

Kembali 1998",2024-03-20T20:38:20Z,0,"Capres wapres anak haram konstitusi

Indonesia resesi

Kembali 1998"
@FaisalAhmad-rg2kr,Bawa bawarakyat,2024-03-20T20:38:18Z,0,Bawa rakyat
@bangwil557,Congrats,2024-03-20T20:38:08Z,0,Congrats
@adityawarman2754,Congrats Jendral,2024-03-20T20:38:03Z,0,Congrats Jendral
@AldiDita,Selamat bapak prabowo mas gibran akhir nya doa kami di kabulkan Allah,2024-03-20T20:37:59Z,0,"Selamat Bapak Prabowo, Mas Gibran akhirnya doa kami dikabulkan Allah."
@Agusagus-bk6gc,"Jangan bangga dulu, kami seluruh rakyat NORMAL, akan mencari OTAK kecurangan pemilu yg begitu menjijikkan.",2024-03-20T20:37:31Z,0,"Jangan bangga dulu, kami seluruh rakyat akan mencari kecurangan pemilu yang begitu menjijikkan."
@revimega,"Prabowo yess, Gibran No.....",2024-03-20T20:37:16Z,0,"Prabowo ya, Gibran Tidak...."
@maswik-10,Semoga Indonesia maju,2024-03-20T20:37:15Z,0,Semoga Indonesia maju
@kianur2960,Selamat ya pak Prabowo... tolong dengar hari nurani kami yg memilih bapak.. jangan sampai Anis bapak masukkan dalam kabinet bapak...Anis itu manusia licik... nanti dia menusuk bapak dari belakang.. sudah cukup selama ini bapak di di kibulin,2024-03-20T20:37:13Z,0,"Selamat ya pak Prabowo, tolong dengarkan hati nurani kami yang memilih Anda. Jangan sampai Anis dimasukkan ke dalam kabinet Anda. Anis itu manusia licik, nanti dia akan menusuk Anda dari belakang. Sudah cukup lama Anda dikibuli."
@orangkalah3567,Insya Allah kalau soal amanah Prabowo bisa di percaya...tapi ga tahu dch para bawahan nya..,2024-03-20T20:36:55Z,0,"Insya Allah kalau soal amanah Prabowo bisa dipercaya, tapi tidak tahu dengan para bawahannya."
@rafliimran7118,"Perjuangan tidak menghianati hasil,,,,semangat bapak Prabowo,,,kami garda Perisai Prabowo Sulawesi Selatan siap bersama bapak Prabowo selalu",2024-03-20T20:36:54Z,5,"Perjuangan tidak menghianati hasil, semangat Bapak Prabowo, kami Garda Perisai Prabowo Sulawesi Selatan siap bersama Bapak Prabowo selalu."
